review_id,product_id,user_id,review_content,stars,post_date
1,218,175,デザインが美しく、機能的です。,4,2023-08-10 00:46:49
2,100,20,配送が遅れましたが、製品自体は良好です。,1,2022-01-06 21:22:43
3,54,201,素晴らしい製品でした！,5,2023-06-24 08:32:06
4,208,263,配送が遅れましたが、製品自体は良好です。,3,2021-03-06 11:38:07
5,256,466,素晴らしい製品でした！,4,2022-02-18 17:11:04
6,153,380,もう少し安ければ完璧です。,3,2021-12-20 23:02:42
7,294,138,使い方が難しいです。,1,2022-08-03 00:47:36
8,34,190,残念ながら期待はずれでした。,1,2021-04-18 12:11:31
9,65,494,色が写真と異なりました。,2,2022-01-30 01:48:44
10,258,239,もう少し安ければ完璧です。,2,2023-06-11 19:06:29
11,144,376,色が写真と異なりました。,3,2023-11-25 16:24:42
12,164,86,価格に見合う価値があります。,5,2023-04-02 11:18:02
13,169,96,価格に見合う価値があります。,5,2021-08-14 03:03:07
14,21,413,素晴らしい製品でした！,5,2022-11-16 05:59:06
15,72,106,使い方が難しいです。,2,2022-01-27 04:50:03
16,237,324,使い方が難しいです。,3,2022-07-04 05:12:51
17,121,458,配送が遅れましたが、製品自体は良好です。,2,2023-03-26 01:05:09
18,211,404,配送が遅れましたが、製品自体は良好です。,2,2022-06-04 16:25:54
19,149,42,デザインが美しく、機能的です。,4,2023-11-24 09:31:45
20,208,71,色が写真と異なりました。,1,2023-10-03 08:07:34
21,121,335,使い心地が良いです。,5,2022-06-21 22:51:13
22,116,152,使い心地が良いです。,5,2023-12-24 16:19:34
23,76,321,使い心地が良いです。,4,2022-03-18 07:25:52
24,1,19,配送が遅れましたが、製品自体は良好です。,2,2023-10-29 19:23:17
25,122,207,素晴らしい製品でした！,4,2023-10-15 07:19:43
26,48,5,デザインが美しく、機能的です。,4,2021-05-17 21:34:35
27,97,155,色が写真と異なりました。,3,2023-11-01 14:26:19
28,21,299,期待以上の性能で大満足です。,5,2022-07-12 18:53:29
29,292,151,デザインが美しく、機能的です。,4,2023-02-17 10:55:53
30,51,3,使い心地が良いです。,5,2021-06-17 06:41:11
31,202,284,素晴らしい製品でした！,5,2022-12-23 00:14:54
32,84,118,価格に見合う価値があります。,5,2021-04-26 18:01:57
33,17,57,期待以上の性能で大満足です。,5,2022-01-06 06:44:46
34,114,98,配送が遅れましたが、製品自体は良好です。,3,2023-07-11 10:57:02
35,292,232,デザインが美しく、機能的です。,4,2023-11-20 12:19:05
36,73,274,価格に見合う価値があります。,5,2021-02-22 15:10:57
37,98,199,使い心地が良いです。,4,2022-09-16 07:06:49
38,134,14,色が写真と異なりました。,1,2023-11-30 01:53:50
39,142,374,配送が遅れましたが、製品自体は良好です。,2,2023-09-02 03:21:07
40,275,97,デザインが美しく、機能的です。,4,2022-07-03 23:16:02
41,27,205,素晴らしい製品でした！,4,2022-06-25 10:09:06
42,123,263,使い方が難しいです。,2,2022-08-19 19:28:25
43,123,414,デザインが美しく、機能的です。,5,2023-11-03 15:27:12
44,180,62,使い心地が良いです。,4,2022-07-29 04:57:39
45,205,417,残念ながら期待はずれでした。,1,2022-11-29 22:34:50
46,208,463,色が写真と異なりました。,1,2023-11-04 01:22:45
47,163,269,もう少し安ければ完璧です。,2,2022-05-16 01:35:58
48,202,62,色が写真と異なりました。,2,2023-03-10 22:22:12
49,37,70,色が写真と異なりました。,3,2023-08-19 23:19:08
50,257,436,素晴らしい製品でした！,5,2023-10-11 21:52:57
51,234,267,使い心地が良いです。,4,2022-08-25 00:38:14
52,51,242,期待以上の性能で大満足です。,5,2021-07-05 21:00:14
53,226,133,期待以上の性能で大満足です。,4,2021-03-15 20:24:02
54,149,362,価格に見合う価値があります。,5,2021-06-16 19:00:55
55,286,92,配送が遅れましたが、製品自体は良好です。,3,2021-02-10 22:56:11
56,94,192,使い方が難しいです。,1,2022-08-23 10:11:37
57,43,270,期待以上の性能で大満足です。,5,2021-01-17 10:52:33
58,100,143,配送が遅れましたが、製品自体は良好です。,2,2021-05-28 10:26:43
59,112,44,使い方が難しいです。,2,2021-09-16 08:37:47
60,236,80,使い方が難しいです。,2,2021-10-09 04:30:50
61,110,325,色が写真と異なりました。,1,2023-07-07 09:31:30
62,271,195,もう少し安ければ完璧です。,1,2022-03-17 06:38:46
63,176,33,使い心地が良いです。,5,2022-05-23 06:15:28
64,181,343,価格に見合う価値があります。,5,2021-05-10 20:43:55
65,262,356,配送が遅れましたが、製品自体は良好です。,2,2021-06-11 01:49:00
66,103,150,デザインが美しく、機能的です。,4,2022-02-05 20:47:58
67,217,441,期待以上の性能で大満足です。,4,2023-01-06 06:17:45
68,118,376,価格に見合う価値があります。,4,2023-04-17 00:43:41
69,88,71,使い方が難しいです。,1,2022-11-02 01:23:12
70,257,200,期待以上の性能で大満足です。,4,2021-12-01 20:39:18
71,114,204,残念ながら期待はずれでした。,1,2021-02-02 04:18:52
72,2,478,デザインが美しく、機能的です。,5,2021-09-15 10:13:10
73,115,461,配送が遅れましたが、製品自体は良好です。,3,2023-04-21 15:17:10
74,194,70,デザインが美しく、機能的です。,5,2023-07-23 08:38:19
75,254,347,残念ながら期待はずれでした。,2,2023-11-23 11:52:47
76,133,165,素晴らしい製品でした！,4,2022-12-03 07:48:25
77,182,388,残念ながら期待はずれでした。,1,2023-12-17 05:53:05
78,222,413,残念ながら期待はずれでした。,2,2022-12-02 13:54:27
79,287,217,色が写真と異なりました。,3,2021-02-19 23:18:42
80,179,5,価格に見合う価値があります。,4,2023-03-13 17:56:17
81,65,261,価格に見合う価値があります。,5,2021-01-29 22:30:23
82,141,462,使い心地が良いです。,5,2022-06-03 18:38:17
83,271,427,価格に見合う価値があります。,4,2022-06-18 15:36:09
84,92,199,配送が遅れましたが、製品自体は良好です。,2,2023-02-14 15:47:21
85,197,223,もう少し安ければ完璧です。,1,2022-06-11 17:30:03
86,240,299,残念ながら期待はずれでした。,3,2023-08-22 18:42:11
87,5,40,素晴らしい製品でした！,4,2022-06-01 03:18:44
88,73,275,価格に見合う価値があります。,4,2021-04-26 22:11:25
89,250,3,素晴らしい製品でした！,5,2022-11-30 11:13:49
90,158,487,残念ながら期待はずれでした。,3,2021-10-01 03:55:16
91,72,122,デザインが美しく、機能的です。,4,2023-06-04 16:08:02
92,84,472,配送が遅れましたが、製品自体は良好です。,1,2023-08-29 04:26:44
93,244,306,もう少し安ければ完璧です。,1,2022-01-14 01:42:37
94,64,356,期待以上の性能で大満足です。,4,2023-02-03 07:41:22
95,80,418,デザインが美しく、機能的です。,5,2022-04-14 06:58:04
96,101,389,期待以上の性能で大満足です。,5,2023-02-20 20:43:59
97,277,370,残念ながら期待はずれでした。,2,2022-09-26 22:22:19
98,154,195,残念ながら期待はずれでした。,2,2022-05-05 11:03:17
99,35,472,使い心地が良いです。,5,2023-11-26 17:56:31
100,209,144,期待以上の性能で大満足です。,4,2023-01-10 11:43:57
101,194,219,使い方が難しいです。,2,2023-08-22 14:58:17
102,113,100,もう少し安ければ完璧です。,2,2022-10-29 15:22:52
103,97,30,使い方が難しいです。,3,2021-01-14 10:10:03
104,219,172,価格に見合う価値があります。,4,2023-02-19 02:55:04
105,7,498,残念ながら期待はずれでした。,3,2023-03-27 14:35:47
106,194,66,素晴らしい製品でした！,5,2023-05-09 18:19:33
107,60,455,使い方が難しいです。,2,2023-05-17 22:12:13
108,25,19,使い方が難しいです。,2,2023-02-28 22:47:26
109,297,387,素晴らしい製品でした！,5,2021-05-04 13:47:44
110,197,313,色が写真と異なりました。,3,2023-08-15 09:30:03
111,147,16,もう少し安ければ完璧です。,1,2022-03-14 02:44:12
112,258,60,使い方が難しいです。,1,2022-04-03 01:59:28
113,2,22,価格に見合う価値があります。,5,2021-02-28 16:24:56
114,53,258,デザインが美しく、機能的です。,5,2021-05-23 17:17:21
115,32,89,もう少し安ければ完璧です。,1,2022-03-22 03:11:35
116,281,295,使い心地が良いです。,4,2023-02-21 10:54:14
117,75,279,期待以上の性能で大満足です。,5,2021-05-08 10:56:29
118,266,2,価格に見合う価値があります。,4,2021-05-04 04:55:52
119,178,123,素晴らしい製品でした！,4,2023-08-02 09:24:16
120,141,192,色が写真と異なりました。,2,2023-12-08 18:14:26
121,194,434,素晴らしい製品でした！,5,2022-10-08 14:15:32
122,9,92,期待以上の性能で大満足です。,4,2023-05-02 07:55:06
123,46,36,デザインが美しく、機能的です。,4,2023-12-06 14:36:16
124,110,248,価格に見合う価値があります。,5,2022-06-16 04:32:37
125,233,145,期待以上の性能で大満足です。,5,2022-12-13 23:56:34
126,107,42,使い心地が良いです。,5,2021-09-25 08:45:21
127,284,35,使い方が難しいです。,2,2022-08-08 23:28:48
128,105,117,素晴らしい製品でした！,4,2022-08-15 01:48:19
129,48,412,使い方が難しいです。,3,2021-05-04 23:55:35
130,34,80,価格に見合う価値があります。,5,2022-05-17 01:30:52
131,270,419,価格に見合う価値があります。,5,2021-02-12 20:34:50
132,216,165,価格に見合う価値があります。,4,2021-02-25 16:09:30
133,104,51,色が写真と異なりました。,2,2022-06-20 02:09:05
134,56,119,素晴らしい製品でした！,5,2021-02-22 18:05:26
135,186,469,使い心地が良いです。,5,2022-02-21 04:26:28
136,6,353,素晴らしい製品でした！,5,2021-09-04 22:08:31
137,279,14,使い心地が良いです。,5,2022-07-01 18:02:23
138,4,55,使い方が難しいです。,3,2023-08-19 20:26:37
139,84,95,もう少し安ければ完璧です。,3,2021-11-18 11:07:17
140,185,435,素晴らしい製品でした！,5,2022-02-19 23:55:30
141,276,10,残念ながら期待はずれでした。,1,2023-07-21 06:50:16
142,128,448,もう少し安ければ完璧です。,3,2023-04-04 06:07:44
143,113,55,もう少し安ければ完璧です。,3,2021-09-12 23:31:52
144,200,147,期待以上の性能で大満足です。,5,2021-09-24 03:32:23
145,250,210,色が写真と異なりました。,3,2023-07-23 18:47:34
146,207,280,使い心地が良いです。,5,2023-02-17 18:26:53
147,262,9,もう少し安ければ完璧です。,1,2021-08-25 08:01:12
148,167,61,デザインが美しく、機能的です。,4,2021-10-04 14:00:26
149,119,4,素晴らしい製品でした！,5,2023-08-12 21:50:55
150,184,58,残念ながら期待はずれでした。,3,2023-11-01 14:07:55
151,224,467,素晴らしい製品でした！,4,2021-05-15 14:55:21
152,223,464,使い心地が良いです。,5,2022-02-09 07:13:00
153,67,133,配送が遅れましたが、製品自体は良好です。,1,2022-12-29 00:17:26
154,36,495,もう少し安ければ完璧です。,2,2021-01-13 12:12:50
155,134,301,価格に見合う価値があります。,5,2022-04-14 07:09:42
156,18,116,デザインが美しく、機能的です。,5,2023-09-11 23:39:20
157,115,233,素晴らしい製品でした！,5,2021-07-04 07:53:22
158,250,402,価格に見合う価値があります。,4,2023-05-21 15:08:30
159,212,348,価格に見合う価値があります。,4,2021-02-22 19:00:16
160,201,225,もう少し安ければ完璧です。,1,2023-03-24 07:07:11
161,147,443,色が写真と異なりました。,3,2023-08-28 15:44:38
162,90,446,残念ながら期待はずれでした。,3,2022-10-30 03:14:00
163,134,435,素晴らしい製品でした！,4,2023-04-15 07:45:19
164,243,109,素晴らしい製品でした！,5,2021-03-13 12:43:07
165,83,107,色が写真と異なりました。,2,2021-02-18 21:14:20
166,167,50,デザインが美しく、機能的です。,5,2021-09-16 18:29:59
167,56,219,残念ながら期待はずれでした。,2,2021-08-09 15:16:05
168,227,29,残念ながら期待はずれでした。,2,2023-08-28 08:41:21
169,181,230,デザインが美しく、機能的です。,4,2021-03-17 00:00:14
170,198,218,価格に見合う価値があります。,4,2021-07-14 03:02:48
171,29,382,使い方が難しいです。,1,2023-07-09 10:09:24
172,33,444,使い心地が良いです。,4,2022-07-04 10:56:08
173,188,466,使い方が難しいです。,3,2021-12-27 22:48:39
174,47,438,配送が遅れましたが、製品自体は良好です。,3,2022-04-26 01:30:45
175,64,104,使い心地が良いです。,4,2023-01-11 15:01:16
176,80,53,配送が遅れましたが、製品自体は良好です。,3,2022-12-11 17:22:47
177,109,175,素晴らしい製品でした！,4,2023-08-01 05:37:02
178,142,195,配送が遅れましたが、製品自体は良好です。,3,2023-04-23 13:36:02
179,89,465,期待以上の性能で大満足です。,4,2023-05-16 11:15:45
180,236,364,使い方が難しいです。,3,2022-09-01 11:15:20
181,9,469,使い方が難しいです。,1,2023-06-10 17:48:45
182,174,222,使い方が難しいです。,1,2021-08-23 01:13:39
183,10,366,使い方が難しいです。,3,2022-02-09 04:02:04
184,203,230,配送が遅れましたが、製品自体は良好です。,1,2022-01-18 04:22:00
185,259,363,使い心地が良いです。,4,2022-06-02 11:35:03
186,163,347,デザインが美しく、機能的です。,5,2021-01-27 08:08:39
187,58,427,もう少し安ければ完璧です。,1,2021-10-02 11:45:09
188,262,216,使い方が難しいです。,2,2022-05-01 02:23:55
189,300,322,もう少し安ければ完璧です。,3,2022-08-03 07:10:05
190,263,152,配送が遅れましたが、製品自体は良好です。,1,2023-06-07 11:24:54
191,272,304,素晴らしい製品でした！,4,2021-10-20 16:18:41
192,125,317,使い方が難しいです。,3,2022-04-28 07:48:01
193,223,303,価格に見合う価値があります。,5,2021-04-06 17:56:40
194,117,93,配送が遅れましたが、製品自体は良好です。,1,2022-12-13 23:20:46
195,282,108,素晴らしい製品でした！,5,2021-12-09 06:52:36
196,187,223,色が写真と異なりました。,1,2022-12-20 04:22:14
197,150,495,残念ながら期待はずれでした。,2,2023-11-07 15:25:13
198,26,162,使い方が難しいです。,1,2022-12-29 03:03:58
199,259,447,価格に見合う価値があります。,5,2023-04-15 11:16:01
200,213,486,色が写真と異なりました。,2,2023-09-30 10:17:34
201,220,305,期待以上の性能で大満足です。,4,2021-02-13 16:24:47
202,50,261,もう少し安ければ完璧です。,2,2022-01-01 10:39:15
203,110,312,素晴らしい製品でした！,5,2021-11-21 23:53:00
204,38,48,配送が遅れましたが、製品自体は良好です。,2,2022-11-23 13:38:33
205,240,140,使い方が難しいです。,2,2021-07-31 04:21:05
206,152,40,期待以上の性能で大満足です。,5,2021-06-09 10:24:22
207,134,163,使い心地が良いです。,5,2021-04-12 14:04:17
208,234,378,残念ながら期待はずれでした。,2,2021-11-03 00:34:56
209,223,119,価格に見合う価値があります。,4,2022-10-28 23:11:30
210,229,397,使い心地が良いです。,5,2021-10-15 05:30:33
211,284,211,使い方が難しいです。,3,2022-11-29 00:45:07
212,173,433,残念ながら期待はずれでした。,2,2023-01-15 11:27:42
213,277,161,期待以上の性能で大満足です。,5,2023-04-29 06:38:34
214,116,64,残念ながら期待はずれでした。,2,2022-07-27 10:35:05
215,212,114,残念ながら期待はずれでした。,1,2021-07-27 15:25:48
216,39,371,配送が遅れましたが、製品自体は良好です。,2,2022-05-10 10:52:01
217,239,300,使い方が難しいです。,2,2023-07-13 04:40:49
218,144,193,使い方が難しいです。,2,2022-06-26 07:54:03
219,259,421,色が写真と異なりました。,3,2021-07-09 21:10:36
220,149,292,デザインが美しく、機能的です。,5,2021-11-15 21:55:01
221,167,297,配送が遅れましたが、製品自体は良好です。,2,2023-12-24 07:15:11
222,121,428,デザインが美しく、機能的です。,5,2023-05-02 17:20:40
223,285,218,価格に見合う価値があります。,4,2022-05-29 18:09:09
224,266,169,残念ながら期待はずれでした。,3,2022-02-07 07:51:49
225,58,356,デザインが美しく、機能的です。,4,2022-01-20 19:24:20
226,171,331,デザインが美しく、機能的です。,4,2022-09-19 21:07:46
227,276,51,もう少し安ければ完璧です。,1,2022-07-18 15:19:04
228,214,462,使い方が難しいです。,3,2021-02-23 14:56:02
229,152,434,残念ながら期待はずれでした。,2,2022-03-23 11:13:29
230,242,462,期待以上の性能で大満足です。,4,2023-06-14 15:53:11
231,179,287,使い心地が良いです。,5,2021-09-30 22:43:40
232,107,90,配送が遅れましたが、製品自体は良好です。,2,2022-09-16 17:53:39
233,13,106,価格に見合う価値があります。,5,2022-07-04 11:01:13
234,186,273,残念ながら期待はずれでした。,1,2021-11-24 22:17:51
235,253,117,デザインが美しく、機能的です。,5,2021-03-25 20:31:40
236,78,393,もう少し安ければ完璧です。,2,2022-02-27 18:26:35
237,246,289,残念ながら期待はずれでした。,3,2022-08-01 16:43:13
238,131,185,残念ながら期待はずれでした。,2,2021-05-06 01:21:43
239,134,16,期待以上の性能で大満足です。,4,2021-12-21 19:54:18
240,33,235,配送が遅れましたが、製品自体は良好です。,1,2023-05-01 04:34:18
241,288,63,素晴らしい製品でした！,5,2022-04-25 11:18:35
242,43,9,配送が遅れましたが、製品自体は良好です。,3,2023-08-14 17:45:38
243,173,17,配送が遅れましたが、製品自体は良好です。,3,2023-04-22 19:11:10
244,225,274,使い心地が良いです。,5,2022-10-13 07:01:05
245,32,454,配送が遅れましたが、製品自体は良好です。,1,2022-11-28 07:05:54
246,270,440,配送が遅れましたが、製品自体は良好です。,2,2021-12-17 06:21:04
247,277,210,素晴らしい製品でした！,5,2021-04-02 04:45:07
248,74,323,色が写真と異なりました。,2,2021-08-31 12:43:23
249,112,394,配送が遅れましたが、製品自体は良好です。,1,2023-07-20 02:59:13
250,234,423,価格に見合う価値があります。,4,2021-03-15 14:32:57
251,179,439,価格に見合う価値があります。,5,2023-07-23 23:55:46
252,86,141,もう少し安ければ完璧です。,1,2021-04-11 23:44:37
253,39,189,価格に見合う価値があります。,4,2023-02-14 11:37:46
254,271,445,残念ながら期待はずれでした。,1,2023-12-03 16:10:35
255,80,370,期待以上の性能で大満足です。,4,2022-08-24 13:41:51
256,190,32,配送が遅れましたが、製品自体は良好です。,3,2021-01-10 04:53:09
257,180,86,デザインが美しく、機能的です。,4,2022-12-17 21:16:43
258,46,215,使い方が難しいです。,3,2023-08-29 06:20:01
259,118,206,使い心地が良いです。,5,2021-12-15 17:25:20
260,214,87,期待以上の性能で大満足です。,5,2023-01-05 01:31:39
261,133,210,価格に見合う価値があります。,4,2021-11-22 02:14:54
262,188,262,色が写真と異なりました。,1,2022-07-02 21:56:11
263,145,455,価格に見合う価値があります。,5,2021-06-02 05:20:13
264,252,149,もう少し安ければ完璧です。,1,2023-02-02 06:53:23
265,169,143,配送が遅れましたが、製品自体は良好です。,3,2022-09-01 14:23:10
266,125,27,価格に見合う価値があります。,4,2022-10-15 16:41:59
267,31,221,色が写真と異なりました。,1,2023-09-27 19:54:14
268,149,262,もう少し安ければ完璧です。,3,2021-03-27 03:36:56
269,27,117,素晴らしい製品でした！,5,2023-03-29 07:59:22
270,295,464,使い心地が良いです。,4,2023-09-19 07:01:36
271,220,177,色が写真と異なりました。,1,2023-07-04 14:42:21
272,4,407,もう少し安ければ完璧です。,1,2023-11-18 17:18:45
273,43,123,価格に見合う価値があります。,4,2022-01-04 00:05:07
274,116,295,素晴らしい製品でした！,5,2022-07-14 14:32:58
275,61,285,素晴らしい製品でした！,5,2023-06-08 02:44:55
276,160,339,使い心地が良いです。,5,2022-08-14 13:46:58
277,51,38,使い方が難しいです。,1,2023-10-10 03:07:41
278,131,87,色が写真と異なりました。,2,2022-02-20 11:04:48
279,220,443,使い心地が良いです。,4,2022-02-26 20:38:35
280,12,255,残念ながら期待はずれでした。,3,2022-04-17 07:49:53
281,52,448,残念ながら期待はずれでした。,3,2023-12-29 13:59:40
282,160,180,価格に見合う価値があります。,5,2021-06-17 18:52:09
283,234,431,配送が遅れましたが、製品自体は良好です。,2,2023-08-12 23:42:16
284,234,277,残念ながら期待はずれでした。,1,2022-04-14 18:33:50
285,199,258,もう少し安ければ完璧です。,3,2022-10-21 06:06:12
286,156,287,価格に見合う価値があります。,5,2022-07-06 04:35:47
287,134,98,残念ながら期待はずれでした。,1,2023-10-01 23:17:33
288,232,410,色が写真と異なりました。,1,2023-08-29 07:53:29
289,111,3,素晴らしい製品でした！,5,2023-03-07 07:35:21
290,149,458,期待以上の性能で大満足です。,4,2022-02-16 06:45:18
291,300,229,色が写真と異なりました。,3,2023-06-18 04:00:44
292,152,297,残念ながら期待はずれでした。,3,2021-01-23 16:20:34
293,22,93,デザインが美しく、機能的です。,4,2022-07-04 12:23:02
294,53,197,配送が遅れましたが、製品自体は良好です。,2,2022-08-11 06:16:56
295,263,456,もう少し安ければ完璧です。,1,2022-03-11 20:52:08
296,298,455,使い心地が良いです。,4,2022-08-02 08:37:17
297,284,433,価格に見合う価値があります。,5,2023-12-10 13:18:22
298,1,441,使い心地が良いです。,5,2022-04-14 09:49:43
299,110,433,素晴らしい製品でした！,4,2021-04-28 18:33:55
300,254,28,配送が遅れましたが、製品自体は良好です。,3,2023-10-24 04:56:28
301,61,472,使い方が難しいです。,2,2023-12-13 11:35:16
302,247,273,素晴らしい製品でした！,5,2023-09-14 18:07:50
303,289,222,色が写真と異なりました。,2,2022-06-15 01:26:45
304,177,141,配送が遅れましたが、製品自体は良好です。,3,2021-11-23 04:50:09
305,79,284,素晴らしい製品でした！,5,2021-07-28 21:20:26
306,65,464,期待以上の性能で大満足です。,4,2021-02-23 03:53:15
307,241,304,色が写真と異なりました。,3,2023-09-17 11:46:03
308,188,322,価格に見合う価値があります。,5,2022-08-16 18:57:04
309,128,499,素晴らしい製品でした！,5,2023-12-01 15:59:22
310,60,137,素晴らしい製品でした！,4,2021-11-01 09:47:26
311,179,336,色が写真と異なりました。,3,2021-05-01 12:39:24
312,150,265,期待以上の性能で大満足です。,4,2022-07-04 03:57:01
313,31,215,使い心地が良いです。,4,2023-02-05 10:12:50
314,48,435,デザインが美しく、機能的です。,4,2021-03-22 00:21:17
315,191,386,使い心地が良いです。,4,2023-05-24 23:18:40
316,104,17,使い心地が良いです。,5,2022-10-01 03:40:24
317,33,166,色が写真と異なりました。,1,2022-10-12 14:49:08
318,89,229,期待以上の性能で大満足です。,5,2022-05-07 01:44:13
319,37,207,素晴らしい製品でした！,5,2022-10-22 00:43:49
320,107,210,色が写真と異なりました。,3,2021-04-29 16:28:13
321,44,437,使い方が難しいです。,3,2023-08-25 09:08:13
322,11,312,色が写真と異なりました。,2,2023-02-06 01:24:22
323,245,254,色が写真と異なりました。,2,2021-10-14 18:45:35
324,5,179,もう少し安ければ完璧です。,2,2022-04-22 07:33:36
325,180,139,配送が遅れましたが、製品自体は良好です。,3,2023-10-14 07:32:00
326,249,463,デザインが美しく、機能的です。,5,2021-12-09 22:31:59
327,225,239,デザインが美しく、機能的です。,4,2021-11-27 16:53:57
328,179,267,期待以上の性能で大満足です。,4,2022-11-14 08:55:43
329,161,183,使い方が難しいです。,1,2021-01-09 19:16:31
330,230,429,デザインが美しく、機能的です。,4,2021-11-24 19:28:08
331,17,335,残念ながら期待はずれでした。,2,2022-08-07 13:07:57
332,275,396,素晴らしい製品でした！,5,2022-07-11 07:46:48
333,71,16,使い心地が良いです。,5,2023-05-14 23:24:05
