review_id,product_id,user_id,review_content,stars,post_date
334,238,93,色が写真と異なりました。,3,2023-05-06 06:41:57
335,123,444,残念ながら期待はずれでした。,3,2022-07-05 00:37:15
336,127,460,使い方が難しいです。,2,2023-09-06 17:45:47
337,149,150,価格に見合う価値があります。,5,2021-01-26 05:01:17
338,240,73,もう少し安ければ完璧です。,1,2023-03-30 18:46:33
339,160,344,使い心地が良いです。,5,2022-08-16 16:19:43
340,84,98,デザインが美しく、機能的です。,4,2021-07-26 00:13:08
341,25,408,使い心地が良いです。,4,2023-07-22 02:40:51
342,293,470,色が写真と異なりました。,2,2022-09-24 16:36:21
343,19,142,デザインが美しく、機能的です。,4,2021-06-18 20:42:37
344,37,304,素晴らしい製品でした！,4,2022-04-08 03:08:30
345,81,216,期待以上の性能で大満足です。,5,2021-08-17 05:53:52
346,56,403,使い方が難しいです。,3,2021-06-22 00:43:07
347,27,436,残念ながら期待はずれでした。,3,2022-03-25 06:30:55
348,189,262,使い心地が良いです。,5,2021-02-01 19:12:32
349,86,373,期待以上の性能で大満足です。,5,2022-08-30 19:02:48
350,22,133,価格に見合う価値があります。,5,2023-09-02 02:34:30
351,2,379,デザインが美しく、機能的です。,4,2023-11-27 18:05:52
352,140,375,もう少し安ければ完璧です。,2,2023-03-23 19:08:27
353,241,118,色が写真と異なりました。,2,2021-06-29 17:28:10
354,182,195,価格に見合う価値があります。,5,2023-06-26 08:56:31
355,261,274,色が写真と異なりました。,2,2021-04-14 09:27:35
356,220,180,色が写真と異なりました。,1,2021-12-20 08:00:47
357,1,176,素晴らしい製品でした！,4,2023-06-20 11:22:59
358,289,353,使い方が難しいです。,1,2023-08-04 09:35:19
359,237,472,使い方が難しいです。,2,2022-04-16 02:59:21
360,155,175,もう少し安ければ完璧です。,1,2021-12-01 07:21:43
361,10,94,もう少し安ければ完璧です。,3,2022-03-09 18:29:45
362,47,179,色が写真と異なりました。,3,2022-03-05 04:39:36
363,274,442,期待以上の性能で大満足です。,4,2022-07-22 04:05:47
364,65,98,期待以上の性能で大満足です。,4,2021-10-14 02:37:00
365,282,404,色が写真と異なりました。,3,2021-01-09 04:04:50
366,286,124,配送が遅れましたが、製品自体は良好です。,3,2022-04-23 00:32:59
367,226,404,使い心地が良いです。,4,2021-01-28 07:57:15
368,84,314,残念ながら期待はずれでした。,1,2023-03-24 16:51:27
369,155,470,残念ながら期待はずれでした。,2,2023-10-27 09:36:10
370,2,58,色が写真と異なりました。,2,2023-01-28 22:14:16
371,27,388,価格に見合う価値があります。,4,2021-10-26 18:16:46
372,156,56,使い心地が良いです。,5,2023-12-09 08:25:34
373,232,139,使い方が難しいです。,2,2023-08-31 10:47:38
374,191,344,価格に見合う価値があります。,4,2023-09-03 17:42:37
375,64,392,期待以上の性能で大満足です。,4,2023-01-10 07:10:11
376,11,117,もう少し安ければ完璧です。,3,2022-02-11 07:38:40
377,101,176,残念ながら期待はずれでした。,1,2022-01-19 07:45:11
378,77,14,使い心地が良いです。,5,2021-02-13 12:33:51
379,83,152,素晴らしい製品でした！,5,2021-04-09 20:14:28
380,94,75,残念ながら期待はずれでした。,1,2021-07-10 15:55:01
381,191,215,素晴らしい製品でした！,4,2022-03-27 05:32:05
382,259,258,素晴らしい製品でした！,5,2023-03-22 05:05:24
383,12,233,価格に見合う価値があります。,4,2022-04-08 14:05:53
384,76,426,価格に見合う価値があります。,4,2022-06-04 22:47:00
385,92,146,もう少し安ければ完璧です。,1,2021-03-15 04:47:17
386,292,237,残念ながら期待はずれでした。,1,2023-06-20 12:17:08
387,281,369,期待以上の性能で大満足です。,5,2022-05-19 11:43:29
388,143,486,配送が遅れましたが、製品自体は良好です。,2,2021-01-05 04:00:24
389,259,287,使い心地が良いです。,5,2022-07-08 06:57:12
390,204,66,もう少し安ければ完璧です。,2,2021-03-25 08:37:00
391,247,457,デザインが美しく、機能的です。,5,2022-10-29 09:01:55
392,274,364,使い心地が良いです。,4,2022-11-04 09:49:28
393,103,245,もう少し安ければ完璧です。,1,2023-02-01 14:26:03
394,180,499,素晴らしい製品でした！,5,2021-09-14 00:33:52
395,294,488,デザインが美しく、機能的です。,5,2021-12-11 06:23:43
396,92,274,使い方が難しいです。,2,2021-07-15 12:16:36
397,79,111,色が写真と異なりました。,3,2021-08-20 09:23:12
398,143,37,デザインが美しく、機能的です。,4,2021-01-06 03:48:47
399,64,1,配送が遅れましたが、製品自体は良好です。,3,2022-08-14 18:56:38
400,281,130,期待以上の性能で大満足です。,5,2021-01-31 09:12:22
401,24,369,もう少し安ければ完璧です。,3,2022-04-04 12:19:02
402,280,218,素晴らしい製品でした！,5,2023-05-13 12:46:02
403,74,358,使い方が難しいです。,1,2021-02-26 05:06:12
404,161,449,使い方が難しいです。,2,2022-12-30 08:10:45
405,104,88,使い心地が良いです。,4,2023-06-04 02:41:15
406,50,184,使い心地が良いです。,5,2021-02-12 01:17:03
407,40,326,価格に見合う価値があります。,5,2023-12-16 04:02:43
408,24,150,価格に見合う価値があります。,4,2021-04-18 16:51:31
409,259,30,素晴らしい製品でした！,5,2021-04-30 00:49:35
410,140,410,もう少し安ければ完璧です。,1,2021-04-04 05:58:58
411,159,60,素晴らしい製品でした！,5,2022-09-27 15:32:13
412,295,48,使い方が難しいです。,1,2021-10-05 17:52:57
413,248,116,使い方が難しいです。,2,2023-09-28 12:53:41
414,137,353,素晴らしい製品でした！,4,2023-03-11 03:31:14
415,93,424,素晴らしい製品でした！,4,2022-12-07 20:51:29
416,27,115,デザインが美しく、機能的です。,5,2022-03-04 09:30:20
417,151,142,期待以上の性能で大満足です。,5,2022-02-22 00:44:39
418,226,463,使い方が難しいです。,3,2023-03-30 18:27:22
419,18,132,素晴らしい製品でした！,5,2023-08-05 13:40:04
420,207,127,使い心地が良いです。,5,2023-09-03 05:45:22
421,157,439,素晴らしい製品でした！,5,2022-07-12 23:07:48
422,187,190,価格に見合う価値があります。,5,2021-07-04 08:25:35
423,65,423,色が写真と異なりました。,2,2021-01-14 13:08:18
424,175,352,素晴らしい製品でした！,5,2022-04-03 05:08:28
425,42,490,使い心地が良いです。,4,2022-10-12 17:35:38
426,92,306,使い方が難しいです。,3,2022-04-06 16:39:17
427,197,248,もう少し安ければ完璧です。,2,2023-04-08 12:21:36
428,95,204,もう少し安ければ完璧です。,3,2022-05-31 17:04:42
429,158,1,もう少し安ければ完璧です。,3,2022-02-27 20:55:01
430,277,101,デザインが美しく、機能的です。,4,2021-11-23 22:11:57
431,79,326,期待以上の性能で大満足です。,5,2022-12-20 06:53:05
432,215,76,使い方が難しいです。,1,2022-10-09 06:40:55
433,6,177,配送が遅れましたが、製品自体は良好です。,1,2021-10-06 10:10:01
434,167,37,価格に見合う価値があります。,4,2021-03-14 18:08:49
435,107,190,配送が遅れましたが、製品自体は良好です。,1,2022-03-08 01:31:44
436,23,145,配送が遅れましたが、製品自体は良好です。,1,2023-11-09 06:17:08
437,149,309,デザインが美しく、機能的です。,5,2021-09-14 03:03:45
438,201,481,価格に見合う価値があります。,5,2023-03-02 21:48:34
439,287,165,デザインが美しく、機能的です。,4,2022-01-01 14:19:50
440,31,253,価格に見合う価値があります。,4,2022-05-03 18:58:18
441,10,148,期待以上の性能で大満足です。,5,2021-05-14 20:56:54
442,248,92,素晴らしい製品でした！,4,2023-02-15 00:40:47
443,226,101,色が写真と異なりました。,1,2022-09-26 11:54:19
444,284,167,もう少し安ければ完璧です。,1,2021-05-26 18:07:20
445,163,347,価格に見合う価値があります。,4,2021-07-19 11:40:06
446,140,294,残念ながら期待はずれでした。,1,2022-06-03 07:47:39
447,94,68,残念ながら期待はずれでした。,3,2022-12-25 07:37:03
448,229,219,配送が遅れましたが、製品自体は良好です。,3,2022-01-05 09:41:48
449,125,475,価格に見合う価値があります。,4,2021-04-16 01:45:13
450,16,252,配送が遅れましたが、製品自体は良好です。,3,2022-05-12 01:43:47
451,107,279,残念ながら期待はずれでした。,3,2022-11-25 15:48:28
452,176,460,使い心地が良いです。,4,2021-11-17 18:21:21
453,147,138,色が写真と異なりました。,3,2022-06-04 03:09:27
454,116,191,価格に見合う価値があります。,4,2021-08-05 08:40:30
455,211,100,価格に見合う価値があります。,5,2023-11-26 10:58:22
456,154,376,色が写真と異なりました。,2,2021-03-27 17:58:11
457,25,370,デザインが美しく、機能的です。,5,2021-09-29 05:02:49
458,138,433,素晴らしい製品でした！,5,2023-12-25 11:15:03
459,9,129,残念ながら期待はずれでした。,3,2022-02-28 12:30:08
460,218,379,使い心地が良いです。,5,2022-04-14 13:31:57
461,172,431,素晴らしい製品でした！,5,2022-05-30 07:30:48
462,107,16,素晴らしい製品でした！,5,2021-04-03 05:39:02
463,161,45,価格に見合う価値があります。,5,2021-01-25 11:15:01
464,26,205,配送が遅れましたが、製品自体は良好です。,2,2021-11-29 21:32:43
465,211,27,色が写真と異なりました。,3,2023-10-25 12:28:40
466,300,356,期待以上の性能で大満足です。,4,2021-02-02 04:42:52
467,94,62,使い方が難しいです。,3,2021-06-25 09:40:57
468,255,363,使い方が難しいです。,2,2022-02-27 17:21:19
469,148,217,配送が遅れましたが、製品自体は良好です。,2,2022-08-04 19:53:40
470,135,449,価格に見合う価値があります。,5,2022-02-15 17:12:52
471,47,23,使い方が難しいです。,1,2021-05-11 01:49:10
472,256,33,色が写真と異なりました。,3,2023-09-26 21:43:45
473,175,422,素晴らしい製品でした！,5,2021-12-06 23:34:22
474,85,420,配送が遅れましたが、製品自体は良好です。,3,2022-03-06 01:30:34
475,61,77,もう少し安ければ完璧です。,3,2021-10-14 09:08:41
476,135,172,使い心地が良いです。,5,2023-03-05 13:29:24
477,84,30,使い心地が良いです。,4,2021-11-21 17:31:09
478,127,70,期待以上の性能で大満足です。,5,2022-11-05 11:37:29
479,290,464,価格に見合う価値があります。,4,2023-08-11 15:05:05
480,190,80,使い心地が良いです。,5,2021-05-22 13:55:28
481,45,325,配送が遅れましたが、製品自体は良好です。,1,2023-10-18 11:30:33
482,25,168,残念ながら期待はずれでした。,2,2023-03-15 17:55:07
483,55,245,期待以上の性能で大満足です。,5,2022-11-08 14:53:59
484,230,260,使い方が難しいです。,1,2021-01-31 13:08:12
485,14,232,期待以上の性能で大満足です。,4,2021-08-28 03:21:08
486,298,500,配送が遅れましたが、製品自体は良好です。,3,2023-01-30 18:45:54
487,270,349,色が写真と異なりました。,2,2023-11-28 04:56:12
488,140,216,デザインが美しく、機能的です。,5,2022-05-20 00:12:49
489,82,36,配送が遅れましたが、製品自体は良好です。,3,2023-02-10 05:57:14
490,206,290,配送が遅れましたが、製品自体は良好です。,2,2023-05-30 08:31:06
491,74,58,使い方が難しいです。,1,2022-08-18 15:07:19
492,292,262,残念ながら期待はずれでした。,2,2021-08-20 12:13:27
493,121,313,価格に見合う価値があります。,5,2022-05-06 05:53:46
494,141,402,価格に見合う価値があります。,5,2022-08-22 09:55:43
495,89,109,使い心地が良いです。,4,2023-11-22 19:50:27
496,212,66,素晴らしい製品でした！,5,2021-08-19 07:53:11
497,249,446,価格に見合う価値があります。,4,2021-05-21 04:46:00
498,210,2,価格に見合う価値があります。,5,2021-09-27 06:59:42
499,10,38,色が写真と異なりました。,3,2023-12-25 23:51:44
500,125,92,使い方が難しいです。,3,2021-03-06 23:33:21
501,11,108,価格に見合う価値があります。,4,2021-02-04 00:25:48
502,115,317,配送が遅れましたが、製品自体は良好です。,3,2021-06-17 13:09:26
503,79,22,もう少し安ければ完璧です。,1,2021-11-08 17:25:29
504,54,79,使い心地が良いです。,4,2021-11-18 03:57:41
505,231,89,使い心地が良いです。,4,2023-04-09 19:37:09
506,49,375,使い方が難しいです。,1,2021-06-15 18:30:29
507,54,295,配送が遅れましたが、製品自体は良好です。,1,2022-01-12 13:53:44
508,222,443,使い方が難しいです。,2,2022-08-18 23:33:28
509,90,143,配送が遅れましたが、製品自体は良好です。,2,2022-10-02 01:36:15
510,164,445,素晴らしい製品でした！,4,2021-09-26 11:13:32
511,1,196,配送が遅れましたが、製品自体は良好です。,3,2022-07-30 23:02:49
512,104,35,価格に見合う価値があります。,5,2022-01-24 10:53:38
513,87,50,色が写真と異なりました。,3,2021-10-27 11:51:57
514,151,278,期待以上の性能で大満足です。,5,2022-03-22 18:52:16
515,105,145,期待以上の性能で大満足です。,5,2022-10-16 10:19:39
516,157,473,もう少し安ければ完璧です。,3,2022-12-24 02:27:15
517,286,264,色が写真と異なりました。,1,2022-10-12 07:33:23
518,219,358,配送が遅れましたが、製品自体は良好です。,1,2022-03-03 08:09:18
519,112,35,使い方が難しいです。,1,2021-06-20 20:11:05
520,12,235,使い心地が良いです。,5,2021-05-24 09:51:35
521,240,441,配送が遅れましたが、製品自体は良好です。,3,2022-08-31 23:42:01
522,255,124,使い方が難しいです。,1,2022-04-16 13:33:09
523,166,347,使い方が難しいです。,1,2023-04-21 21:19:31
524,243,479,使い心地が良いです。,4,2023-02-15 02:34:05
525,15,416,期待以上の性能で大満足です。,4,2023-11-02 19:09:47
526,104,299,残念ながら期待はずれでした。,2,2022-11-17 04:27:25
527,47,226,色が写真と異なりました。,2,2022-12-19 00:08:31
528,32,80,素晴らしい製品でした！,5,2023-04-15 16:10:40
529,69,219,使い方が難しいです。,3,2021-03-18 09:28:19
530,130,58,価格に見合う価値があります。,4,2021-09-17 03:10:12
531,102,40,配送が遅れましたが、製品自体は良好です。,3,2023-01-02 16:17:55
532,101,202,使い方が難しいです。,3,2023-12-30 16:36:10
533,190,62,期待以上の性能で大満足です。,4,2023-05-06 14:32:56
534,153,481,残念ながら期待はずれでした。,2,2021-08-30 10:28:50
535,294,292,価格に見合う価値があります。,4,2021-08-07 04:56:05
536,184,373,もう少し安ければ完璧です。,3,2021-03-16 11:05:03
537,190,195,価格に見合う価値があります。,5,2023-12-06 21:55:07
538,206,67,素晴らしい製品でした！,5,2023-05-29 13:12:03
539,291,401,もう少し安ければ完璧です。,3,2021-08-29 18:42:40
540,32,37,デザインが美しく、機能的です。,5,2023-10-25 15:37:56
541,223,372,配送が遅れましたが、製品自体は良好です。,1,2023-08-01 04:40:36
542,87,198,もう少し安ければ完璧です。,2,2023-05-27 11:10:12
543,271,318,色が写真と異なりました。,1,2022-06-24 09:29:50
544,99,476,デザインが美しく、機能的です。,4,2021-07-27 03:14:31
545,34,366,色が写真と異なりました。,2,2022-01-18 12:33:16
546,154,397,期待以上の性能で大満足です。,4,2022-06-23 03:45:41
547,280,46,残念ながら期待はずれでした。,1,2023-02-07 04:27:42
548,137,53,使い心地が良いです。,4,2022-04-02 12:58:59
549,17,114,配送が遅れましたが、製品自体は良好です。,2,2021-11-11 07:56:18
550,138,214,使い方が難しいです。,3,2023-09-23 23:59:43
551,244,32,もう少し安ければ完璧です。,1,2022-12-29 00:42:04
552,195,405,素晴らしい製品でした！,4,2021-02-28 18:15:11
553,228,205,色が写真と異なりました。,1,2023-02-18 08:20:51
554,52,65,使い方が難しいです。,1,2022-10-03 01:19:29
555,126,69,もう少し安ければ完璧です。,1,2021-06-10 07:01:30
556,125,155,期待以上の性能で大満足です。,5,2023-10-16 10:00:27
557,102,41,配送が遅れましたが、製品自体は良好です。,1,2021-10-09 09:42:59
558,31,233,期待以上の性能で大満足です。,5,2023-01-24 19:00:31
559,147,171,使い心地が良いです。,5,2022-09-22 12:16:02
560,147,217,使い心地が良いです。,4,2023-03-05 23:28:37
561,270,360,期待以上の性能で大満足です。,5,2022-06-30 00:26:35
562,31,167,色が写真と異なりました。,2,2023-03-03 07:42:50
563,134,204,価格に見合う価値があります。,4,2022-11-20 17:02:34
564,248,86,デザインが美しく、機能的です。,5,2021-05-16 14:49:35
565,234,291,使い方が難しいです。,1,2021-10-02 21:57:46
566,255,157,もう少し安ければ完璧です。,2,2021-03-16 08:30:58
567,231,312,色が写真と異なりました。,2,2022-11-10 17:38:35
568,1,281,デザインが美しく、機能的です。,5,2021-12-03 13:29:17
569,206,258,素晴らしい製品でした！,4,2023-11-04 13:56:43
570,18,55,価格に見合う価値があります。,5,2023-09-16 03:10:57
571,40,415,配送が遅れましたが、製品自体は良好です。,1,2021-08-16 14:56:51
572,272,61,デザインが美しく、機能的です。,4,2023-07-22 16:11:53
573,167,315,素晴らしい製品でした！,4,2021-09-11 22:23:31
574,51,252,素晴らしい製品でした！,4,2022-08-31 00:26:21
575,32,289,素晴らしい製品でした！,4,2023-09-20 06:30:35
576,84,378,素晴らしい製品でした！,5,2021-04-30 22:55:11
577,205,492,もう少し安ければ完璧です。,1,2021-12-15 22:40:51
578,143,84,価格に見合う価値があります。,5,2022-05-11 04:56:25
579,11,464,もう少し安ければ完璧です。,2,2021-07-01 06:12:57
580,286,154,価格に見合う価値があります。,5,2021-06-26 15:47:47
581,238,261,色が写真と異なりました。,3,2022-04-04 03:16:33
582,206,3,価格に見合う価値があります。,4,2023-11-30 07:15:48
583,292,439,もう少し安ければ完璧です。,3,2021-03-12 04:14:37
584,171,280,使い方が難しいです。,1,2021-08-14 12:51:35
585,230,307,配送が遅れましたが、製品自体は良好です。,2,2023-10-17 01:38:16
586,79,360,期待以上の性能で大満足です。,5,2022-07-15 03:47:45
587,163,99,デザインが美しく、機能的です。,5,2022-11-30 03:59:14
588,148,372,使い方が難しいです。,1,2023-06-07 06:27:21
589,21,380,価格に見合う価値があります。,5,2023-11-07 22:57:21
590,156,188,期待以上の性能で大満足です。,4,2022-02-05 15:06:03
591,206,204,使い方が難しいです。,1,2023-06-24 08:49:30
592,90,440,色が写真と異なりました。,3,2022-02-09 17:10:53
593,28,320,デザインが美しく、機能的です。,5,2022-01-03 23:49:58
594,148,270,使い方が難しいです。,3,2022-03-28 10:41:28
595,41,220,期待以上の性能で大満足です。,4,2023-11-06 18:54:26
596,39,248,使い心地が良いです。,4,2022-05-12 15:14:21
597,296,471,残念ながら期待はずれでした。,2,2022-10-02 06:26:24
598,198,171,素晴らしい製品でした！,5,2022-08-01 08:30:05
599,285,316,素晴らしい製品でした！,4,2023-08-12 03:12:46
600,163,488,もう少し安ければ完璧です。,1,2023-06-28 20:15:53
601,107,261,もう少し安ければ完璧です。,1,2022-08-06 18:05:31
602,247,148,使い心地が良いです。,4,2021-02-27 07:45:22
603,192,156,期待以上の性能で大満足です。,4,2022-03-18 14:24:10
604,162,45,もう少し安ければ完璧です。,1,2022-08-24 00:06:34
605,194,410,使い心地が良いです。,4,2022-08-15 14:17:13
606,114,379,使い方が難しいです。,3,2023-08-14 02:40:29
607,175,277,配送が遅れましたが、製品自体は良好です。,2,2022-08-11 13:57:15
608,40,289,残念ながら期待はずれでした。,1,2021-04-04 17:05:12
609,117,457,使い方が難しいです。,1,2021-03-08 10:21:20
610,286,400,価格に見合う価値があります。,5,2023-01-17 03:23:57
611,28,151,期待以上の性能で大満足です。,5,2021-12-04 23:46:21
612,165,238,使い方が難しいです。,1,2022-04-01 04:12:47
613,64,168,色が写真と異なりました。,3,2022-08-29 16:38:26
614,140,444,使い心地が良いです。,4,2023-05-02 16:55:27
615,46,266,配送が遅れましたが、製品自体は良好です。,1,2023-11-09 05:07:57
616,268,120,使い心地が良いです。,4,2023-09-16 02:31:31
617,97,154,配送が遅れましたが、製品自体は良好です。,3,2022-01-31 00:05:17
618,235,403,もう少し安ければ完璧です。,3,2023-03-24 11:06:56
619,24,141,使い方が難しいです。,2,2021-08-23 08:28:11
620,276,111,残念ながら期待はずれでした。,3,2021-07-27 04:27:28
621,117,164,使い心地が良いです。,5,2022-01-14 01:35:55
622,144,487,デザインが美しく、機能的です。,5,2023-08-22 14:20:40
623,167,462,配送が遅れましたが、製品自体は良好です。,1,2021-12-03 15:04:33
624,178,150,配送が遅れましたが、製品自体は良好です。,3,2023-07-25 01:14:25
625,246,3,素晴らしい製品でした！,5,2022-11-18 05:05:31
626,73,241,使い心地が良いです。,5,2022-08-23 11:36:33
627,255,290,期待以上の性能で大満足です。,4,2021-06-27 01:54:45
628,235,12,価格に見合う価値があります。,5,2023-10-25 20:31:55
629,60,434,デザインが美しく、機能的です。,4,2022-06-11 22:22:24
630,94,106,もう少し安ければ完璧です。,1,2021-01-06 00:11:42
631,122,78,使い方が難しいです。,3,2022-01-19 07:26:59
632,20,276,もう少し安ければ完璧です。,2,2023-09-11 12:10:07
633,123,237,使い方が難しいです。,2,2021-06-27 05:42:02
634,176,135,色が写真と異なりました。,3,2021-07-01 06:16:07
635,178,416,配送が遅れましたが、製品自体は良好です。,1,2022-09-26 01:55:33
636,137,206,デザインが美しく、機能的です。,5,2021-04-07 16:03:27
637,214,81,価格に見合う価値があります。,4,2021-09-21 12:13:03
638,94,82,デザインが美しく、機能的です。,5,2023-08-03 01:54:42
639,178,216,使い心地が良いです。,5,2022-11-12 17:53:36
640,129,236,デザインが美しく、機能的です。,4,2023-03-12 01:40:49
641,161,486,デザインが美しく、機能的です。,5,2022-07-16 00:27:20
642,37,112,残念ながら期待はずれでした。,2,2023-11-19 19:00:06
643,275,406,もう少し安ければ完璧です。,3,2023-07-12 15:45:38
644,110,405,使い心地が良いです。,4,2023-04-20 06:07:14
645,83,468,残念ながら期待はずれでした。,2,2022-01-17 20:50:45
646,201,196,価格に見合う価値があります。,4,2021-05-20 02:29:21
647,190,62,もう少し安ければ完璧です。,3,2021-06-28 15:30:45
648,265,117,デザインが美しく、機能的です。,4,2023-02-19 06:20:10
649,70,22,使い方が難しいです。,1,2021-02-27 19:21:04
650,187,154,価格に見合う価値があります。,5,2022-07-29 07:01:43
651,116,247,価格に見合う価値があります。,4,2021-11-07 15:38:13
652,164,128,もう少し安ければ完璧です。,2,2022-07-25 13:12:40
653,257,423,使い心地が良いです。,4,2022-07-27 13:27:18
654,159,279,価格に見合う価値があります。,4,2023-12-20 05:43:51
655,257,1,残念ながら期待はずれでした。,3,2023-08-13 13:21:46
656,277,341,使い心地が良いです。,5,2023-12-01 06:44:43
657,114,428,素晴らしい製品でした！,5,2022-01-11 05:30:35
658,98,10,デザインが美しく、機能的です。,4,2022-01-18 19:20:31
659,166,437,もう少し安ければ完璧です。,3,2022-01-14 12:25:41
660,296,443,残念ながら期待はずれでした。,2,2023-07-07 15:12:42
661,55,449,配送が遅れましたが、製品自体は良好です。,1,2021-04-16 06:19:05
662,16,469,残念ながら期待はずれでした。,1,2021-03-15 02:56:01
663,282,336,使い方が難しいです。,1,2023-04-02 18:17:57
664,11,433,素晴らしい製品でした！,5,2022-11-25 16:15:37
665,158,156,期待以上の性能で大満足です。,4,2023-10-04 03:23:27
666,17,14,期待以上の性能で大満足です。,5,2022-10-21 13:07:18
